1,1,0.441,0.235,0.5,1,0.5,0.4,0.6,0.667,0.714,0.077,0.194,1
1,1,0.206,0.056,0.5,0.5,0.5,0.2,0.4,0.333,0.857,1,0.097,1
1,1,0.324,0.146,0.5,0.5,0.5,0.4,0.6,0.333,0.857,0.538,0.581,0.5
1,1,0.147,0.022,0.5,0.5,0.5,0.4,0.8,0.667,0.857,0.385,0.581,1
1,1,0.206,0.063,0.667,0.5,0.5,0.4,0.4,0.667,0.571,1,0.71,1
1,1,0.559,0.343,0.5,0.5,0.5,0.6,0.8,0.667,1,0.462,0.71,1
1,1,0.471,0.265,0.667,1,0.5,0.2,0.4,0.667,0.857,1,0.097,1
1,1,0.382,0.187,0.5,0.5,0.5,0.4,0.4,0.333,0.857,1,0.581,0.5
1,1,0.559,0.313,0.5,1,0.5,0.4,0.4,0.667,0.857,0.231,0.581,0.5
1,1,0.176,0.034,0.333,0.5,0.5,0.2,1,0.333,0.857,0.077,0.097,0.5
1,1,0.059,0.004,0.5,1,0.5,0.6,0.8,0.333,0.857,0.077,0.097,0.5
1,1,0.176,0.034,0.667,1,0.5,0.4,0.4,0.667,0.857,0.231,0.581,0.5
1,1,0.441,0.215,0.667,1,0.5,0.4,0.4,0.667,0.571,0.077,0.581,1
1,1,0.029,0.002,0.667,1,0.5,0.2,0.2,0.667,0.857,0.077,0.516,0.5
1,1,0.088,0.006,1,0.5,0.5,0.2,0.4,0.333,0.857,0.769,0.581,1
1,1,0.441,0.222,0.667,1,0.5,0.4,0.4,0.667,0.714,0.077,0.581,1
1,1,0.029,0.002,0.333,1,0.5,0.4,0.4,0.333,0.714,0.231,0.032,1
1,1,0.118,0.007,0.333,0.5,0.5,0.2,0.2,0.667,0.857,0.385,0.097,0.5
1,1,0.059,0.004,0.5,1,0.5,0.4,0.6,0.667,1,0.385,0.71,0.5
1,1,0.324,0.157,0.5,1,0.5,0.4,0.8,0.333,0.857,0.538,0.516,1
1,1,0.059,0.004,0.667,1,0.5,0.4,0.6,0.667,0.857,0.231,0.516,0.5
1,1,0.029,0.002,0.5,0.5,0.5,0.2,0.2,0.667,0.857,0.077,0.581,0.1
0.5,1,0.471,0.243,0.5,1,0.5,0.4,0.6,0.667,0.714,0.077,0.71,1
1,1,0.559,0.313,0.667,0.5,0.5,0.2,0.4,0.667,0.857,1,0.097,0.5
0.5,0.5,0.206,0.056,0.5,1,1,0.2,0.4,0.667,1,0.077,0.581,0.1
1,1,0.029,0.002,0.333,0.5,0.5,0.4,0.4,0.667,1,0.385,0.516,0.1
1,1,0.324,0.14,0.333,0.5,0.5,0.2,0.2,0.667,1,0.077,0.71,0.5
1,1,0.441,0.224,0.5,1,0.5,0.4,0.8,0.667,1,0.615,0.71,1
1,1,0.559,0.321,0.333,0.5,0.5,0.4,0.4,0.333,0.429,0.077,0.097,0.5
1,1,0.029,0.002,0.5,1,0.5,0.4,0.8,0.667,1,0.385,0.581,0.5
1,1,0.059,0.004,0.5,0.5,0.5,0.2,0.2,0.333,0.857,1,0.581,1
1,1,0.353,0.159,0.5,0.5,0.5,0.2,0.4,0.333,0.857,0.692,0.71,1
1,1,0.029,0.002,0.667,1,0.5,0.2,0.4,0.667,0.857,1,0.516,0.5
1,1,0.029,0.002,0.5,0.5,0.5,0.2,0.6,0.667,1,0.077,0.097,0.5
1,1,0.5,0.269,0.333,1,0.5,0.2,0.2,0.333,0.857,0.923,0.032,0.1
1,1,0.265,0.097,0.667,0.5,0.5,0.2,0.4,0.667,0.857,0.308,0.097,1
1,1,0.206,0.054,0.333,1,0.5,0.4,0.6,0.333,0.857,0.154,0.71,1
1,1,0.294,0.881,0.667,0.5,0.5,0.4,0.6,0.667,0.571,0.308,0.581,1
1,1,0.059,0.004,0.5,0.5,0.5,0.4,0.8,0.667,0.857,0.077,0.516,1
1,1,0.206,0.073,0.833,1,0.5,0.4,0.6,0.667,1,0.462,0.581,1
1,1,0.559,0.313,0.5,0.5,0.5,0.2,0.4,0.333,0.857,0.308,0.097,0.5
1,1,0.559,0.313,0.667,1,0.5,0.2,0.4,0.333,0.857,0.615,0.032,0.5
1,1,0.559,0.341,0.333,1,0.5,0.2,0.8,0.667,0.857,0.846,0.71,0.5
1,1,0.618,0.373,0.5,0.5,0.5,0.2,0.4,0.333,1,1,0.097,0.5
1,1,0.206,0.054,0.333,0.5,0.5,0.4,0.8,0.667,1,0.462,0.71,1
1,1,0.206,0.076,0.667,0.5,0.5,0.2,0.4,0.667,0.857,0.154,0.581,1
1,1,0.529,0.289,0.5,0.5,0.5,0.4,0.6,0.667,0.714,0.077,0.097,1
1,1,0.559,0.313,0.833,1,0.5,0.4,0.6,0.667,1,0.615,0.097,0.5
1,1,0.559,0.313,0.333,0.5,0.5,0.2,0.4,0.333,0.857,0.923,0.097,0.5
1,1,0.147,0.013,0.333,0.5,0.5,0.2,0.2,0.333,0.857,0.923,0.097,1
1,1,0.441,0.229,0.5,0.5,0.5,0.4,0.4,0.333,0.857,0.077,0.097,0.5
1,1,0.059,0.004,0.5,1,0.5,0.2,0.6,0.333,0.714,0.308,0.645,0.1
1,1,0.559,0.341,0.333,0.5,0.5,0.2,0.6,0.333,0.714,0.923,0.097,1
1,1,0.441,0.215,0.333,1,0.5,0.4,0.4,0.333,0.857,0.308,0.097,1
1,1,0.5,0.276,0.667,0.5,0.5,0.2,0.4,0.667,0.857,0.077,0.194,1
1,1,0.088,0.006,0.5,0.5,0.5,0.4,0.4,0.333,0.857,0.077,0.581,1
1,1,0.324,0.155,0.667,0.5,0.5,0.2,0.4,0.667,0.714,0.077,0.097,1
1,1,0.235,0.692,0.333,0.5,0.5,0.4,0.4,0.667,0.857,0.385,0.71,1
1,1,0.059,0.004,0.5,1,0.5,0.4,0.6,0.667,0.857,1,0.097,1
0.5,0.5,0.029,0.002,0.5,1,1,0.4,0.4,0.333,1,0.231,0.581,0.1
1,1,0.059,0.004,0.5,1,0.5,0.4,0.6,0.667,1,0.231,0.097,1
1,1,0.5,0.269,0.5,0.5,0.5,0.2,0.4,0.667,0.714,0.077,0.71,1
0.5,0.5,0.324,0.142,0.5,1,0.5,0.4,0.6,0.333,1,0.077,0.097,1
1,1,0.382,0.185,0.333,1,0.5,0.2,0.6,0.333,0.857,0.923,0.581,1
1,1,0.059,0.004,0.5,0.5,0.5,0.4,0.6,0.667,1,0.615,0.516,1
1,1,0.382,0.194,0.5,1,0.5,0.4,0.4,1,1,0.615,0.71,1
1,1,0.324,0.14,0.5,0.5,0.5,0.4,0.6,0.333,0.857,0.077,0.581,0.5
1,1,0.353,0.16,0.5,1,0.5,0.4,0.4,0.333,1,0.385,0.097,1
1,1,0.382,0.185,0.5,0.5,0.5,0.4,0.4,0.667,0.857,0.231,0.71,0.5
0.5,1,0.559,0.317,0.5,1,1,0.2,0.2,0.333,0.714,0.231,0.032,0.1
1,1,0.059,0.004,0.5,1,0.5,0.2,0.4,0.333,0.857,0.923,0.516,0.5
1,1,0.824,0.483,0.5,1,0.5,0.4,0.6,0.667,1,0.077,0.581,1
1,1,0.853,0.64,0.5,1,0.5,0.4,0.4,0.333,0.857,0.385,0.097,1
1,1,0.735,0.425,1,0.5,0.5,0.4,0.6,0.667,0.714,0.769,0.097,0.5
1,1,0.559,0.313,0.333,0.5,0.5,0.2,0.6,0.667,0.857,0.077,0.71,1
1,1,0.294,0.131,0.667,1,0.5,0.2,0.2,0.667,0.714,0.077,0.581,1
1,1,0.294,0.132,0.667,1,0.5,0.4,0.6,0.667,0.857,0.538,0.581,1
1,1,0.618,0.373,0.333,0.5,0.5,0.4,0.6,0.667,1,0.385,0.71,0.5
1,0.5,0.294,0.118,0.5,1,0.5,0.4,0.6,0.333,0.857,0.077,0.581,1
1,1,0.206,0.056,0.5,0.5,0.5,0.4,0.4,0.333,0.857,1,0.097,0.5
1,1,0.618,0.373,0.5,1,0.5,0.4,1,0.667,1,0.077,0.581,1
1,1,0.147,0.013,0.5,0.5,0.5,0.2,0.4,0.667,0.857,0.308,0.71,1
0.5,0.5,0.471,0.241,0.5,1,1,0.2,0.4,0.333,0.857,0.077,0.581,0.1
1,1,0.029,0.002,0.5,0.5,0.5,0.4,1,0.333,1,0.077,0.097,0.5
1,1,0.559,0.313,0.5,1,0.5,0.2,0.4,0.333,0.714,0.154,0.097,0.5
1,1,0.324,0.14,0.333,1,0.5,0.2,0.6,0.333,1,0.615,0.097,1
1,1,0.206,0.054,0.333,1,0.5,0.2,0.4,0.667,1,0.077,0.097,1
1,1,0.059,0.004,0.667,1,0.5,0.8,0.8,0.667,1,0.231,0.71,0.5
1,1,0.059,0.004,0.5,1,0.5,0.4,0.6,0.333,0.857,0.077,0.097,1
1,1,0.324,0.142,0.333,1,0.5,1,1,0.333,1,0.231,0.581,0.5
1,1,0.294,0.116,0.667,1,0.5,0.4,0.6,0.667,0.571,0.077,0.581,1
1,1,0.029,0.002,0.667,1,0.5,0.4,0.4,0.667,0.857,0.615,0.032,0.5
1,1,0.059,0.004,0.5,1,0.5,0.2,0.2,0.667,1,0.538,0.71,0.5
1,1,0.5,0.269,0.333,1,0.5,0.4,0.6,0.333,0.857,0.231,0.097,1
1,1,0.029,0.002,0.5,0.5,0.5,0.4,0.8,0.667,0.857,0.077,0.097,0.5
1,1,0.618,0.373,0.667,0.5,0.5,0.6,1,0.667,0.857,0.385,0.581,1
1,1,0.294,0.131,0.667,0.5,0.5,0.4,0.6,0.667,0.857,0.385,0.581,1
1,1,0.324,0.157,0.5,1,0.5,0.6,0.6,0.333,0.857,0.231,0.581,1
1,1,0.029,0.002,0.5,1,0.5,0.4,0.4,0.333,1,0.231,0.032,0.5
1,1,0.559,0.313,0.5,0.5,0.5,0.4,0.4,0.333,0.857,0.077,0.097,0.5
1,1,0.118,0.007,0.5,0.5,0.5,0.4,0.6,0.333,1,0.308,0.581,0.5
1,1,0.324,0.146,0.333,1,0.5,0.2,0.6,0.333,0.571,0.923,0.032,0.5
1,1,0.441,0.228,0.5,1,0.5,0.2,0.4,0.667,0.571,0.154,0.71,0.5
1,1,0.147,0.022,0.333,0.5,0.5,0.2,0.8,0.333,0.857,0.923,0.581,0.5
1,1,0.294,0.116,0.333,0.5,0.5,0.2,0.2,0.333,1,0.923,0.097,1
1,1,0.618,0.373,0.5,1,0.5,0.4,1,0.333,0.857,0.385,0.581,0.5
1,1,0.559,0.313,0.5,1,0.5,0.4,0.6,0.333,0.571,0.308,0.097,0.5
1,1,0.706,0.41,0.5,1,0.5,0.4,0.4,0.667,1,0.462,0.516,1
1,1,0.382,0.198,0.5,1,0.5,0.4,1,1,0.429,0.231,0.581,1
1,1,0.059,0.004,0.5,0.5,0.5,0.4,0.6,0.667,0.857,0.077,0.097,0.5
1,1,0.676,0.407,0.5,0.5,0.5,0.4,0.6,0.667,0.857,0.154,0.194,0.5
1,1,0.412,0.209,0.5,1,0.5,0.4,0.4,0.667,0.857,0.077,0.097,0.5
1,1,0.206,0.067,0.5,0.5,0.5,0.2,0.4,0.667,1,0.692,0.194,0.5
1,1,0.706,0.41,0.5,0.5,0.5,0.4,0.6,0.333,0.857,0.077,0.516,0.5
1,1,0.324,0.14,0.667,1,0.5,0.4,0.6,0.667,1,0.615,0.581,1
1,1,0.5,0.269,0.5,0.5,0.5,0.2,0.4,0.667,0.857,0.385,0.032,1
1,1,0.559,0.313,0.5,1,0.5,0.4,0.6,0.667,1,0.308,0.581,0.5
1,1,0.324,0.14,0.5,0.5,0.5,0.4,0.4,0.333,1,0.077,0.097,1
1,1,0.5,0.28,0.667,1,0.5,0.4,0.6,0.667,0.714,0.308,0.194,1
1,1,0.059,0.004,0.5,1,0.5,0.4,0.6,0.333,1,0.077,0.097,0.1
1,1,0.441,0.215,0.5,0.5,0.5,0.2,0.6,0.667,0.857,1,0.71,1
1,1,0.059,0.004,0.5,0.5,0.5,0.4,0.6,0.333,0.857,0.077,0.097,0.1
0.5,1,0.559,0.313,0.833,1,1,0.8,0.8,0.667,0.857,0.308,0.581,0.1
1,1,0.382,0.187,0.5,1,0.5,0.4,0.6,0.667,1,0.077,0.71,0.5
1,1,0.059,0.004,0.5,1,0.5,0.6,0.8,0.667,1,0.231,0.581,1
1,1,0.088,0.006,0.5,0.5,0.5,0.4,0.8,0.333,1,0.462,0.097,1
1,1,0.559,0.317,0.5,0.5,0.5,0.4,0.4,0.667,0.714,0.077,0.194,0.5
1,1,0.559,0.317,0.5,1,0.5,0.2,0.4,0.667,0.857,0.077,0.516,0.5
0.5,0.5,0.559,0.313,0.5,0.5,1,0.4,0.4,0.667,0.857,0.231,0.516,0.1
1,1,0.265,0.095,0.5,0.5,0.5,0.4,0.4,0.667,0.857,0.615,0.194,1
1,1,0.382,0.185,0.5,1,0.5,1,1,0.667,1,0.231,0.581,0.5
1,1,0.824,0.045,0.5,1,0.5,0.4,0.6,0.333,0.857,0.538,0.581,0.5
1,1,0.647,0.399,0.5,0.5,0.5,0.2,0.4,0.667,1,0.077,0.516,0.5
1,1,0.235,0.08,0.5,0.5,0.5,0.4,0.8,0.667,1,0.077,0.581,1
1,1,0.441,0.213,0.5,0.5,0.5,0.4,0.4,0.667,0.571,0.385,0.71,0.5
1,1,0.559,0.317,0.333,0.5,0.5,0.2,0.4,0.333,0.857,0.308,0.097,0.5
1,1,0.559,0.343,0.333,1,0.5,0.2,0.4,0.333,0.857,0.923,0.097,1
1,1,0.382,0.187,0.5,0.5,0.5,0.4,0.6,0.333,0.857,0.308,0.097,0.5
0.5,1,0.559,0.313,0.5,1,1,0.2,0.4,0.333,0.857,0.923,0.032,0.1
1,1,0.382,0.187,0.5,0.5,0.5,0.4,0.6,0.333,1,0.077,0.097,0.5
1,1,0.059,0.004,0.5,1,0.5,0.4,0.4,0.667,0.857,0.231,0.581,1
1,1,0.059,0.004,0.5,0.5,0.5,0.4,0.8,0.333,0.857,0.615,0.581,1
1,1,0.059,0.004,0.5,0.5,0.5,0.4,0.6,0.667,0.857,0.077,0.581,1
1,1,0.618,0.373,0.5,1,0.5,0.4,0.6,0.667,0.857,0.077,0.71,1
1,1,0.206,0.054,0.5,1,0.5,0.4,0.4,1,1,0.231,0.581,1
1,1,0.559,0.317,0,1,0.5,0.2,0.4,0.333,0.714,0.077,0.097,0.5
1,1,0.029,0.002,0.667,1,0.5,0.4,0.6,0.667,1,0.308,0.581,1
1,1,0.618,0.39,0.667,1,0.5,0.6,0.6,0.667,1,0.385,0.581,0.5
1,1,0.559,0.313,0.5,1,0.5,0.4,0.8,0.667,1,0.462,0.516,1
1,1,0.618,0.461,0.667,1,0.5,0.4,0.4,0.667,0.857,0.615,0.581,1
1,1,0.559,0.321,0.5,0.5,0.5,0.2,0.4,0.333,0.714,0.538,0.097,1
1,1,0.147,0.013,0.333,0.5,0.5,0.2,0.4,0.667,0.857,0.462,0.71,0.5
1,1,0.324,0.14,0.333,1,0.5,0.6,1,0.333,0.857,0.923,0.032,0.5
1,1,0.029,0.002,0.5,1,0.5,1,1,0.667,0.857,0.231,0.71,0.5
1,1,0.735,0.425,0.333,1,0.5,0.2,0.2,0.333,1,0.923,0.097,1
1,1,0.441,0.216,0.5,1,0.5,0.2,0.4,0.333,0.857,1,0.581,1
1,1,0.5,0.269,0.5,1,0.5,0.4,0.6,0.333,0.857,1,0.581,0.5
0.5,1,0.324,0.142,0.5,0.5,1,0.6,0.8,0.333,1,1,0.71,0.1
0.5,1,0.412,0.2,0.833,0.5,1,0.4,0.8,0.667,0.857,0.385,0.097,0.1
1,1,0.941,0.353,0.667,0.5,0.5,0.2,0.4,0.667,0.571,0.077,0.581,0.5
1,1,0.029,0.002,0.5,0.5,0.5,0.2,0.6,0.333,0.857,0.077,0.71,0.5
1,1,0.471,0.257,0.5,0.5,0.5,0.4,0.4,0.333,0.857,0.077,0.097,1
1,1,0.441,0.229,0.5,0.5,0.5,0.2,0.4,0.667,0.857,0.077,0.71,1
1,1,0.618,0.373,0.5,0.5,0.5,0.4,0.6,0.333,0.857,0.077,0.097,0.5
1,1,0.529,0.289,0.333,1,0.5,0.2,0.4,0.333,0.857,0.923,0.097,1
1,1,0.059,0.004,0.333,1,0.5,0.4,0.6,0.333,0.857,0.231,0.581,1
1,1,0.235,0.08,0.333,0.5,0.5,0.2,0.4,0.333,0.857,0.923,0.097,1
0.5,1,0.618,0.373,0.333,1,0.5,0.4,0.6,0.667,0.857,0.231,0.71,1
1,1,0.294,0.123,0.5,1,0.5,0.4,0.4,1,0.714,0.077,0.581,1
1,1,0.029,0.002,0.333,0.5,0.5,0.2,0.4,0.333,0.571,0.923,0.516,0.1
1,1,0.029,0.002,0.5,0.5,0.5,0.4,0.4,0.333,0.857,0.385,0.581,1
1,1,0.471,0.241,0.5,1,0.5,0.2,0.2,0.333,1,0.846,0.097,1
1,1,0.059,0.004,0.5,0.5,0.5,0.4,0.4,0.333,0.857,0.385,0.032,0.5
1,1,0.353,0.183,0.333,1,0.5,0.4,0.4,0.333,1,0.231,0.097,1
1,1,0.176,0.629,0.333,1,0.5,0.4,0.8,0.333,0.857,0.308,0.581,1
1,1,0.176,0.034,0.667,1,0.5,0.4,0.4,0.667,0.857,0.385,0.581,0.5
1,1,0.441,0.213,0.333,1,0.5,1,1,0.667,0.286,0.077,0.581,0.5
1,1,0.029,0.002,0.5,1,0.5,0.2,0.4,0.333,0.857,0.077,0.581,0.1
0.5,1,0.618,0.373,0.5,0.5,1,0.6,0.6,1,0.714,0.538,0.581,0.1
1,1,0.559,0.317,0.333,1,0.5,0.2,0.2,0.333,0.714,1,0.097,1
1,1,0.059,0.004,0.667,0.5,0.5,0.6,0.6,0.667,0.857,0.385,0.581,0.5
0.5,1,0.294,0.116,0.5,1,1,1,1,0.667,1,0.077,0.71,0.1
1,1,0.235,0.091,0.5,0.5,0.5,0.4,0.4,0.667,1,0.462,0.71,1
1,1,0.294,0.123,0.5,1,0.5,0.4,0.6,0.667,1,0.385,0.581,1
1,1,0.118,0.007,0.5,1,0.5,0.4,0.4,0.667,0.857,0.077,0.581,1
1,1,0.559,0.313,0.667,1,0.5,0.6,0.6,0.667,1,0.615,0.581,0.5
1,1,0.559,0.317,0.667,1,0.5,0.4,0.4,0.667,0.857,0.231,0.516,0.5
1,1,0.324,0.14,0.5,1,0.5,0.4,0.4,0.667,0.857,0.231,0.516,0.5
1,1,0.559,0.323,0.5,0.5,0.5,0.6,0.6,0.333,0.857,1,0.71,1
0.5,1,0.059,0.004,0.5,0.5,1,1,1,0.333,0.857,0.077,0.097,0.1
1,1,0.382,0.192,0.5,1,0.5,0.4,0.4,0.667,0.857,0.077,0.71,1
1,1,0.559,0.313,0.333,0.5,0.5,0.4,0.4,0.333,0.857,0.308,0.516,0.5
1,1,0.059,0.004,0.5,1,0.5,0.4,0.8,0.333,1,0.462,0.516,1
1,1,0.5,0.269,0.5,0.5,0.5,0.4,0.8,0.667,1,0.385,0.581,1
1,1,0.176,0.041,0.333,1,0.5,0.4,0.8,0.667,0.571,0.077,0.71,1
1,1,0.471,0.241,0.5,1,0.5,0.4,1,0.667,1,0.077,0.194,1
1,1,0.618,0.373,0.5,1,0.5,0.2,0.4,0.333,1,0.923,0.097,1
1,1,0.5,0.28,0.333,0.5,0.5,0.4,0.8,0.333,0.714,1,0.097,1
1,1,0.441,0.45,0.333,0.5,0.5,0.4,0.4,0.667,1,0.615,0.71,1
1,1,0.118,0.007,0.5,0.5,0.5,0.2,0.6,0.333,0.857,1,0.097,0.5
1,1,0.559,0.326,0.333,0.5,0.5,0.2,0.2,0.667,0.857,0.923,0.581,1
0.5,1,0.559,0.313,0.5,1,1,1,1,0.667,0.857,0.385,0.71,0.1
1,1,0.618,0.373,0.5,1,0.5,0.6,0.8,0.333,1,0.538,0.032,0.5
1,1,0.029,0.002,0.5,1,0.5,0.4,0.8,0.333,1,0.077,0.645,0.5
1,1,0.824,0.047,0.333,0.5,0.5,0.2,0.4,0.333,0.857,0.308,0.097,1
0.5,1,0.294,0.123,0.833,0.5,1,0.2,0.2,0.667,0.429,0.692,0.194,0.1
1,1,0.971,0.009,0.333,0.5,0.5,0.4,1,0.333,1,0.923,0.097,0.5
1,1,0.118,0.007,0.5,0.5,0.5,0.4,0.8,0.333,0.857,0.077,0.097,0.5
1,1,0.353,0.159,0.5,1,0.5,0.4,0.6,0.667,0.857,0.231,0.581,1
1,1,0.559,0.313,0.5,1,0.5,0.4,0.4,0.333,0.857,0.077,0.516,1
1,1,0.265,0.104,0.667,1,0.5,0.2,0.4,0.667,0.571,0.692,0.581,1
1,1,0.559,0.313,0.5,1,0.5,0.4,0.4,0.667,1,0.462,0.516,0.5
1,1,0.559,0.313,0.5,1,0.5,0.6,0.6,0.667,1,0.077,0.968,1
0.5,0.5,0.559,0.317,0.5,1,0.5,1,1,0.667,1,0.615,0.71,1
1,1,0.559,0.313,0.5,1,0.5,0.4,0.6,0.667,0.857,1,0.097,1
1,1,0.059,0.004,0.5,0.5,0.5,0.2,0.4,0.667,0.571,0.077,0.097,0.5
1,1,0.676,0.405,0.333,1,0.5,0.4,0.4,0.333,0.571,1,0.71,0.5
1,1,0.294,0.127,0.5,0.5,0.5,0.6,0.6,0.667,0.857,0.308,0.581,1
1,1,0.618,0.373,0.5,0.5,0.5,0.4,0.6,0.333,0.857,0.077,0.71,1
1,1,0.294,0.119,0.5,1,0.5,0.4,0.4,0.667,0.857,0.231,0.032,0.5
1,1,0.559,0.343,0.5,0.5,0.5,0.4,0.4,0.667,0.857,0.077,0.581,1
1,1,0.294,0.871,0.5,0.5,0.5,0.2,0.6,0.667,0.571,0.308,0.097,1
1,1,0.559,0.345,0.667,0.5,0.5,0.4,0.6,0.667,0.857,0.615,0.71,1
